item_id,name,category_id,price,link
69254810,GRÖNLID,3,6575.0,https://www.ikea.com/sa/en/p/groenlid-u-shaped-sofa-6-seat-with-open-end-inseros-white-s69254810/
69285232,VIMLE,3,6030.0,https://www.ikea.com/sa/en/p/vimle-corner-sofa-5-seat-with-chaise-longue-orrsta-black-blue-s69285232/
80425212,KLIPPAN,3,295.0,https://www.ikea.com/sa/en/p/klippan-cover-for-2-seat-sofa-mattsbo-multicolour-80425212/
50321697,EKTORP,3,175.0,https://www.ikea.com/sa/en/p/ektorp-cover-two-seat-sofa-lofallet-beige-50321697/
9217849,BRÅTHULT,3,1991.0,https://www.ikea.com/sa/en/p/brathult-corner-sofa-bed-borred-grey-green-s09217849/
99192401,FÄRLÖV,3,1836.0,https://www.ikea.com/sa/en/p/faerloev-2-seat-sofa-flodafors-white-s99192401/
59193723,KIVIK,3,8295.0,https://www.ikea.com/sa/en/p/kivik-u-shaped-sofa-7-seat-9-seater-hillared-dark-blue-s59193723/
99270465,LANDSKRONA,3,4295.0,https://www.ikea.com/sa/en/p/landskrona-4-seat-sofa-with-chaise-longue-gunnared-light-green-wood-s99270465/
89284712,VIMLE,3,1995.0,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-orrsta-black-blue-s89284712/
10417852,VALLENTUNA,3,40.0,https://www.ikea.com/sa/en/p/vallentuna-cover-for-back-cushion-orrsta-olive-green-10417852/
69304829,MARKERAD,3,1092.0,https://www.ikea.com/sa/en/p/markerad-day-bed-s69304829/
29011423,KIVIK,3,3245.0,https://www.ikea.com/sa/en/p/kivik-4-seat-sofa-orrsta-with-chaise-longue-orrsta-light-grey-s29011423/
9251961,HAVSTEN,3,2025.0,https://www.ikea.com/sa/en/p/havsten-2-seat-sofa-in-outdoor-with-open-end-without-armrests-beige-s09251961/
20394317,POÄNG,3,172.0,https://www.ikea.com/sa/en/p/poaeng-armchair-cushion-knisa-black-20394317/
10382876,KUNGSHAMN,3,60.0,https://www.ikea.com/sa/en/p/kungshamn-cover-for-1-seat-module-yttered-multicolour-10382876/
40344500,STOCKHOLM 2017,3,5436.0,https://www.ikea.com/sa/en/p/stockholm-2017-three-seat-sofa-sandbacka-dark-blue-40344500/
20382786,KUNGSHAMN,3,90.0,https://www.ikea.com/sa/en/p/kungshamn-cover-for-corner-module-yttered-multicolour-20382786/
89239748,NORSBORG,3,6780.0,https://www.ikea.com/sa/en/p/norsborg-u-shaped-sofa-6-seat-edum-beige-beige-birch-s89239748/
385309,SANDARED,3,345.0,https://www.ikea.com/sa/en/p/sandared-pouffe-grey-00385309/
386097,DELAKTIG,3,200.0,https://www.ikea.com/sa/en/p/delaktig-side-table-for-frame-black-00386097/
30442662,EKOLSUND,3,250.0,https://www.ikea.com/sa/en/p/ekolsund-cover-for-recliner-gunnared-light-brown-pink-30442662/
9284909,VIMLE,3,3385.0,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-with-chaise-longue-gunnared-medium-grey-s09284909/
89277486,VALLENTUNA,3,1948.0,https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-with-backrests-hillared-light-blue-s89277486/
60372276,HEMNES,3,1495.0,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/
99297484,FLOTTEBO,3,1596.0,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-purple-s99297484/
20328327,SÖDERHAMN,3,445.0,https://www.ikea.com/sa/en/p/soederhamn-cover-for-3-seat-section-finnsta-turquoise-20328327/
40394830,DELAKTIG,3,75.0,https://www.ikea.com/sa/en/p/delaktig-cover-for-armrest-with-cushion-tallmyra-white-black-40394830/
90394795,DELAKTIG,3,125.0,https://www.ikea.com/sa/en/p/delaktig-cover-for-seat-cushion-2-seat-sofa-hillared-dark-blue-90394795/
29282853,SÖDERHAMN,3,2370.0,https://www.ikea.com/sa/en/p/soederhamn-3-seat-sofa-with-open-end-finnsta-turquoise-s29282853/
89240761,HOLMSUND,3,2295.0,https://www.ikea.com/sa/en/p/holmsund-three-seat-sofa-bed-orrsta-light-white-grey-s89240761/
49248189,KUNGSHAMN,3,585.0,https://www.ikea.com/sa/en/p/kungshamn-1-seat-module-yttered-multicolour-s49248189/
